id;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;Left-Hippocampus;Left-Amygdala;Left-Accumbens-area;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;bankssts;caudalanteriorcingulate;caudalmiddlefrontal;cuneus;entorhinal;fusiform;inferiorparietal;inferiortemporal;isthmuscingulate;lateraloccipital;lateralorbitofrontal;lingual;medialorbitofrontal;middletemporal;parahippocampal;paracentral;parsopercularis;parsorbitalis;parstriangularis;pericalcarine;postcentral;posteriorcingulate;precentral;precuneus;rostralanteriorcingulate;rostralmiddlefrontal;superiorfrontal;superiorparietal;superiortemporal;supramarginal;frontalpole;temporalpole;transversetemporal;insula;bankssts;caudalanteriorcingulate;caudalmiddlefrontal;cuneus;entorhinal;fusiform;inferiorparietal;inferiortemporal;isthmuscingulate;lateraloccipital;lateralorbitofrontal;lingual;medialorbitofrontal;middletemporal;parahippocampal;paracentral;parsopercularis;parsorbitalis;parstriangularis;pericalcarine;postcentral;posteriorcingulate;precentral;precuneus;rostralanteriorcingulate;rostralmiddlefrontal;superiorfrontal;superiorparietal;superiortemporal;supramarginal;frontalpole;temporalpole;transversetemporal;insula
D2;1,887304;1,034628;1,980798;2,122229;0,7031536;1,742268;2,33959;1,984857;1,184995;1,919062;2,136814;0,6725424;1,970126;1,892447;0,4689793;0,7032763;0,3238791;0,6358244;0,8507005;0,5432941;0,3915426;0,405294;0,5699845;0,4185638;0,6216617;0,5492872;0,749433;0,4219167;0,6198483;0,4811635;0,4574272;0,3597093;0,4382852;0,570802;0,4593397;0,7488868;0,3984385;0,490701;0,7550075;0,4297944;0,3682592;0,3471061;0,5514336;0,3752838;0,4000325;0,7672612;0,7124155;0,9433313;0,4971241;0,6737643;0,2844981;0,5805271;0,9129504;0,4895115;0,349328;0,4083426;0,5240632;0,3888437;0,5975346;0,503851;0,605239;0,4275566;0,7211341;0,5106808;0,4668182;0,4015947;0,3978293;0,5617702;0,4037531;0,6986821;0,3291026;0,5165441;0,7202249;0,3504268;0,3404922;0,3608905;0,5428003;0,3708558;0,4307907;0,8172859;0,7280025;0,9009731
D20;1,912119;1,753004;2,110523;2,56879;0,6295669;1,899052;1,884394;2,110846;1,933289;2,275229;2,296539;0,672361;1,777638;2,197141;0,5842866;0,8838222;0,3680626;0,7051612;0,9068173;0,6179694;0,4641411;0,4564142;0,6858815;0,4829405;0,5978324;0,6363803;0,7336801;0,4434718;0,6756788;0,5550839;0,5726094;0,3787454;0,5149009;0,7505863;0,5211234;0,8397359;0,3893472;0,6147594;0,7804321;0,4905279;0,4217281;0,4314173;0,6264119;0,4900704;0,4547421;0,6346251;0,9577656;1,041834;0,6802664;0,848504;0,412082;0,7221271;0,6022549;0,595263;0,4666189;0,4815459;0,625277;0,4885489;0,6364095;0,5506103;0,6845168;0,5522566;0,6574453;0,5829969;0,620048;0,4224618;0,6020222;0,8041033;0,543377;0,8573345;0,4018959;0,634456;0,8183454;0,5029313;0,4103125;0,4091773;0,7474074;0,5471023;0,4196508;0,8018152;0,9774433;1,09252
D21;2,104335;1,672014;2,191532;2,30805;0,8518739;2,128499;2,277355;2,46854;1,756158;2,300706;2,047667;0,8210915;2,091422;2,102764;0,7320311;0,9323785;0,4779784;0,9148952;1,496198;0,7360132;0,4920948;0,4464803;0,6057248;0,6797537;0,7024793;0,7746;0,6590414;0,5446453;0,8742674;0,746241;0,5877919;0,5406651;0,636751;1,108873;0,7203461;0,8124807;0,5532392;0,598307;0,7926517;0,5722891;0,4802562;0,5011981;0,7983948;0,5838526;0,569041;0,8776956;1,111013;1,072951;0,682538;0,8007039;0,3945954;0,8068554;1,204208;0,7942122;0,4258396;0,4555506;0,6148393;0,568156;0,6882573;0,7149775;0,6398837;0,511758;0,8500806;0,7984558;0,5089785;0,5292536;0,4848719;1,007687;0,6164079;0,8494157;0,5126045;0,6165837;0,8284101;0,4768457;0,4598793;0,4640253;0,812466;0,4874802;0,5564333;0,9798865;1,128062;1,088938
D22;1,958293;1,697746;2,02389;2,08828;0,8134138;1,935742;2,330798;2,331178;1,688386;2,109726;2,063665;0,7409303;2,04515;1,788343;0,6971596;0,8945901;0,4800235;0,8292999;1,352553;0,6806495;0,464958;0,3987749;0,5847023;0,6946868;0,6100469;0,723728;0,5937352;0,5039418;0,7809873;0,7231806;0,5738876;0,4237379;0,6526045;1,011984;0,6989385;0,8434176;0,5710493;0,5621563;0,7050784;0,5341285;0,4662359;0,4697512;0,7274906;0,5515982;0,4193708;0,7662877;1,085409;1,056939;0,5976741;0,7420036;0,372361;0,8261585;1,055026;0,6735918;0,4248391;0,4100385;0,6177284;0,6001167;0,6287215;0,6430538;0,5636963;0,4952371;0,8034798;0,7527813;0,4936889;0,4197791;0,4931742;0,9845768;0,6039416;0,9030353;0,4677599;0,6208257;0,7607838;0,46043;0,4393483;0,4438286;0,6955176;0,4783894;0,3873138;0,6996162;1,047101;1,004264
D23;1,929429;2,16944;2,3926;3,41493;0,9261986;1,995171;2,23225;2,157067;2,253998;2,600936;2,317864;0,781321;2,028732;1,7769;0,7927883;1,149611;0,5167686;0,9878372;1,008089;0,6918368;0,5600088;0,4690098;0,7148142;0,6802542;0,8043532;0,8116685;0,955332;0,5719098;0,7756447;0,7657223;0,7591675;0,4797505;0,6999752;1,190833;0,6848704;0,9288955;0,5468711;0,7061809;1,06947;0,5873463;0,5584643;0,5609662;0,8573573;0,5785373;0,5991721;0,7801354;1,26088;1,405751;0,762376;1,054802;0,4222182;0,6991866;0,8637445;0,6165751;0,4825956;0,4572768;0,7303136;0,5906498;0,7690079;0,7144832;0,8053584;0,5139023;0,9694567;0,9079382;0,612707;0,432894;0,5352293;1,115923;0,6183623;1,028786;0,458711;0,6862038;1,057827;0,4940636;0,5385609;0,5055146;0,8037736;0,5522857;0,599341;0,8467714;1,221263;1,283731
D24;1,756927;1,923974;2,207126;2,817388;0,8515254;2,078912;1,775634;1,951807;2,004166;2,27733;1,85259;0,785545;2,103449;1,697133;0,7430402;1,120846;0,5044865;0,9396629;1,044407;0,6712475;0,5128219;0,4603796;0,7727023;0,6072308;0,6896418;0,7769378;0,7398214;0,5376114;0,745212;0,7847088;0,7155812;0,5001979;0,6527083;1,068403;0,6914118;1,114558;0,557406;0,7319188;0,9280489;0,5616423;0,5574352;0,5291019;0,8057924;0,5768687;0,4019083;0,8452015;1,266529;1,327003;0,6342447;1,085119;0,4514491;0,7403521;0,9977808;0,6119855;0,506334;0,4331887;0,7415141;0,5712579;0,6732867;0,6759256;0,6693091;0,4620836;0,8532939;0,890322;0,6538494;0,4845398;0,5911202;0,9986265;0,6611796;1,131251;0,5043283;0,7231956;0,9391952;0,5145974;0,5291805;0,5343838;0,7227712;0,56693;0,4344903;0,8669613;1,191897;1,201193
D25;2,090359;1,920516;2,380773;2,561004;0,7042076;1,818341;2,169357;2,30566;1,989111;2,450947;2,23768;0,6748831;1,871561;2,061133;0,6661187;0,8592586;0,3527921;0,723042;0,8068175;0,6148106;0,4615154;0,4670318;0,5935921;0,5245069;0,6292933;0,62091;0,7346591;0,5187162;0,6343663;0,6162237;0,4783171;0,4140184;0,4806709;0,6534738;0,5765465;0,8222461;0,4112742;0,610793;0,7396027;0,4806912;0,4569853;0,4595304;0,7305552;0,4776822;0,5049412;0,7998776;0,9564956;1,101335;0,6638016;0,8050785;0,2971185;0,6874943;0,8174169;0,6168397;0,442523;0,4809017;0,5989764;0,4316612;0,6788482;0,5510128;0,6200975;0,535584;0,6849822;0,6458219;0,4742258;0,4438013;0,497183;0,5802641;0,561288;0,815508;0,379349;0,5786965;0,8216191;0,4322317;0,443635;0,4437931;0,7038368;0,4822843;0,4499826;0,7997304;0,9985753;1,047318
D26;2,029913;1,973996;2,338388;2,542624;0,6906271;1,907494;2,124135;2,209737;2,013248;2,370287;2,246416;0,6987773;2,144533;1,899861;0,6003003;0,7881612;0,3658635;0,7905261;0,9713634;0,6068972;0,4432941;0,4795935;0,6527678;0,5323382;0,6285459;0,6211446;0,6974843;0,4960887;0,6089148;0,5659925;0,5098926;0,4019319;0,5377775;0,6520426;0,5795824;0,8281281;0,4249255;0,5869586;0,7552439;0,4773986;0,4331929;0,4495143;0,7189898;0,4636548;0,4898173;0,8417063;1,024888;1,154004;0,6112266;0,8212819;0,2657321;0,7098361;0,8677421;0,5738313;0,448064;0,4395895;0,7092049;0,5064537;0,6199632;0,5940375;0,6285572;0,5334093;0,6799849;0,644375;0,4696183;0,3728074;0,5240835;0,6277233;0,5461732;0,8317501;0,3492881;0,618391;0,8022521;0,4484175;0,4108406;0,4479711;0,728075;0,4623824;0,5759232;0,821374;0,9575568;1,022833
D27;1,74449;1,691203;2,050216;2,521884;0,6339548;1,768975;1,720135;1,85982;1,72107;2,094241;2,243571;0,6358341;1,801112;1,66934;0,7037285;1,061337;0,4562747;0,7157265;0,8613257;0,5958483;0,485044;0,4086369;0,6538594;0,5194121;0,7611981;0,4756526;0,7442515;0,5187393;0,6656498;0,7898295;0,665097;0,4083344;0,6121905;0,6941706;0,6749831;0,8894084;0,5219858;0,6059127;0,8334542;0,5770249;0,4698504;0,5023103;0,7875256;0,5144265;0,4426506;0,8982369;0,9127454;1,188345;0,5973572;0,7878589;0,4731038;0,8235133;0,7510021;0,5701782;0,4735204;0,3860064;0,5788958;0,4467316;0,6733596;0,5356279;0,6099443;0,4535924;0,6613619;0,7245479;0,669481;0,4369458;0,5763181;0,7219079;0,6797939;0,896727;0,5026368;0,6011595;0,7662735;0,5711474;0,4331398;0,4958999;0,7837413;0,5477007;0,4378009;0,7561311;0,8978024;1,120829
D28;1,737225;1,675655;2,034735;2,486028;0,6356511;1,751801;1,698103;1,843868;1,719847;2,07244;2,23008;0,6379061;1,786522;1,661632;0,689904;1,057356;0,4478311;0,7090437;0,8644318;0,5947544;0,4754966;0,4032409;0,6640597;0,508029;0,7599378;0,4742075;0,7402226;0,5082377;0,6691862;0,7844654;0,6560094;0,4034866;0,6028914;0,687624;0,6655833;0,8875854;0,5102752;0,5987873;0,8307332;0,5640357;0,4594953;0,4939937;0,7798263;0,5044286;0,4389107;0,8939729;0,9056266;1,182113;0,5808972;0,7869815;0,4656487;0,8121587;0,7558244;0,5645884;0,465286;0,3764677;0,578798;0,4353899;0,6647245;0,5333315;0,6073295;0,4412135;0,6547191;0,7084799;0,6599558;0,4136704;0,5599751;0,7123553;0,6676222;0,8899851;0,4928031;0,5909318;0,7592226;0,5540911;0,4236251;0,4862608;0,7703904;0,5326894;0,4283281;0,7497734;0,9056368;1,107677
